Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013  [error] Left side ($phantoms) of '==' operation has null value. If a reference, it may not be in the context. Operation not possible. parserGenTemplates/CSharp/Nonterminal.ParserFunctionBody.cs.template [line 26, column 18]
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Grammar.Parser.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/GetterPrototype.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/PsiInterface.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/WriteMethodPrototype.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/PsiLookaheadNullCheck.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Rule.PsiLookahead.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/PsiAdvance.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/RoleCheck.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.GetChildRole.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/AdvancedGetter.StepDownFinal.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/AdvancedGetter.StepDownPlural.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/AdvancedGetter.StepDownSingle.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/GetterBody.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/AdvancedGetter.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Nonterminal.PsiStub.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/QuestionRule.GetChildRole.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/StarRule.GetChildRole.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/OrRule.GetChildRole.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/Getter.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/PositiveStarRule.GetChildRole.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
Fri May 03 02:57:14 GMT+04:00 2013   [info] ResourceManager : found parserGenTemplates/CSharp/SetChild.PsiLookahead.cs.template with loader org.apache.velocity.runtime.resource.loader.JarResourceLoader
